iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
859	223	269	223	340	223	269	340
860	223	269	223	340	223	269	340
861	223	269	223	340	223	269	340
862	223	269	223	340	223	269	340
863	223	269	223	340	223	269	340
864	223	269	223	340	223	269	340
865	223	269	223	340	223	269	340
866	223	269	223	340	223	269	340
867	223	269	223	340	223	269	340
868	223	269	223	340	223	269	340
869	223	269	223	340	223	269	340
870	223	269	223	340	223	269	340
871	223	269	223	340	223	269	340
872	223	269	223	340	223	269	340
873	223	269	223	340	223	269	340
874	223	269	223	340	223	269	340
875	223	269	223	340	223	269	340
876	223	269	223	340	223	269	340
877	223	269	223	340	223	269	340
878	223	269	223	340	223	269	340
879	223	269	223	340	223	269	340
880	223	269	223	340	223	269	340
881	223	269	223	340	223	269	340
882	223	269	223	340	223	269	340
883	223	269	223	340	223	269	340
884	223	269	223	340	223	269	340
885	223	269	223	340	223	269	340
886	223	269	223	340	223	269	340
887	223	269	223	340	223	269	340
888	223	269	223	340	223	269	340
889	223	269	223	340	223	269	340
890	223	269	223	340	223	269	340
891	223	269	223	340	223	269	340
892	223	269	223	340	223	269	340
893	223	269	223	340	223	269	340
894	223	269	223	340	223	269	340
895	223	269	223	340	223	269	340
896	223	269	223	340	223	269	340
897	223	269	223	340	223	269	340
898	222	266	222	340	222	266	340
899	222	266	222	340	222	266	340
900	222	266	222	340	222	266	340
901	222	266	222	340	222	266	340
902	222	266	222	340	222	266	340
903	222	266	222	340	222	266	340
904	222	266	222	340	222	266	340
905	222	266	222	340	222	266	340
906	222	266	222	340	222	266	340
907	222	266	222	340	222	266	340
908	222	266	222	340	222	266	340
909	222	266	222	340	222	266	340
910	222	266	222	340	222	266	340
911	222	266	222	340	222	266	340
912	222	266	222	340	222	266	340
913	222	266	222	340	222	266	340
914	222	266	222	340	222	266	340
915	222	266	222	340	222	266	340
916	222	266	222	340	222	266	340
917	222	266	222	340	222	266	340
918	222	266	222	340	222	266	340
919	222	266	222	340	222	266	340
920	222	266	222	340	222	266	340
921	222	266	222	340	222	266	340
922	222	266	222	340	222	266	340
923	222	266	222	340	222	266	340
924	222	266	222	340	222	266	340
925	222	266	222	340	222	266	340
926	222	266	222	340	222	266	340
927	222	266	222	340	222	266	340
928	222	266	222	340	222	266	340
929	222	266	222	340	222	266	340
930	222	266	222	340	222	266	340
931	222	266	222	340	222	266	340
932	222	266	222	340	222	266	340
933	222	266	222	340	222	266	340
934	222	266	222	340	222	266	340
935	222	266	222	340	222	266	340
936	222	266	222	340	222	266	340
937	222	266	222	340	222	266	340
938	222	266	222	340	222	266	340
939	222	266	222	340	222	266	340
940	222	266	222	340	222	266	340
941	222	266	222	340	222	266	340
942	222	266	222	340	222	266	340
943	222	266	222	340	222	266	340
944	222	266	222	340	222	266	340
945	222	266	222	340	222	266	340
946	222	266	222	340	222	266	340
947	222	266	222	340	222	266	340
948	222	266	222	340	222	266	340
949	222	266	222	340	222	266	340
950	222	266	222	340	222	266	340
951	222	266	222	340	222	266	340
952	222	266	222	340	222	266	340
953	222	266	222	340	222	266	340
954	222	266	222	340	222	266	340
955	222	266	222	340	222	266	340
956	222	266	222	340	222	266	340
957	222	266	222	340	222	266	340
958	222	266	222	340	222	266	340
959	222	266	222	340	222	266	340
960	222	266	222	340	222	266	340
961	222	266	222	340	222	266	340
962	222	266	222	340	222	266	340
963	222	266	222	340	222	266	340
964	222	266	222	340	222	266	340
965	222	266	222	340	222	266	340
966	222	266	222	340	222	266	340
967	222	266	222	340	222	266	340
968	222	266	222	340	222	266	340
969	222	266	222	340	222	266	340
970	222	266	222	340	222	266	340
971	222	266	222	340	222	266	340
972	222	266	222	340	222	266	340
973	222	266	222	340	222	266	340
974	222	266	222	340	222	266	340
975	222	266	222	340	222	266	340
976	222	266	222	340	222	266	340
977	222	266	222	340	222	266	340
978	222	266	222	340	222	266	340
979	222	266	222	340	222	266	340
980	222	266	222	340	222	266	340
981	222	266	222	340	222	266	340
982	222	266	222	340	222	266	340
983	222	266	222	340	222	266	340
984	222	266	222	340	222	266	340
985	222	266	222	340	222	266	340
986	222	266	222	340	222	266	340
987	222	266	222	340	222	266	340
988	222	266	222	340	222	266	340
989	222	266	222	340	222	266	340
990	222	266	222	340	222	266	340
991	222	266	222	340	222	266	340
992	222	266	222	340	222	266	340
993	222	266	222	340	222	266	340
994	222	266	222	340	222	266	340
995	222	266	222	340	222	266	340
996	222	266	222	340	222	266	340
997	222	266	222	340	222	266	340
998	222	266	222	340	222	266	340
999	222	266	222	340	222	266	340
