iter	Passed	Remaining
190	695781	2947055
191	699065	2941899
192	702487	2937345
193	705246	2930044
194	708121	2923270
195	711659	2919255
196	716617	2921034
197	720963	2920265
198	724001	2914198
199	726728	2906915
200	729534	2899991
201	733305	2896918
202	737211	2894372
203	741595	2893676
204	745619	2891548
205	747897	2882673
206	751756	2879915
207	755728	2877581
208	760548	2878439
209	763914	2873773
210	766888	2867655
211	771691	2868364
212	775693	2866060
213	778991	2861156
214	782921	2858573
215	785463	2850940
216	788345	2844583
217	792182	2841681
218	795623	2837360
219	799505	2834611
220	802843	2829933
221	807330	2829291
222	811296	2826804
223	814471	2821561
224	817296	2815131
225	820168	2808895
226	824451	2807491
227	828964	2806843
228	832283	2802142
229	834832	2794875
230	837480	2787975
231	841595	2785972
232	845694	2783895
233	849932	2782257
234	853259	2777632
235	857241	2775139
236	861979	2775063
237	865271	2770324
238	867818	2763220
239	871234	2758908
240	874668	2754661
241	879312	2754210
242	882583	2749448
243	886006	2745168
244	888841	2739081
245	892591	2735828
246	897139	2735004
247	899737	2728234
248	902858	2723080
249	910286	2730860
250	919712	2744480
251	922824	2739177
252	925513	2732642
253	928306	2726443
254	930851	2719547
255	934141	2714848
256	937444	2710199
257	941609	2708039
258	945580	2705310
259	949297	2701845
260	952147	2695926
261	954536	2688732
262	957881	2684252
263	961074	2679358
264	964920	2676288
265	968732	2673119
266	971333	2666620
267	973998	2660325
268	977025	2655038
269	980829	2651871
270	983410	2645411
271	986260	2639697
272	989672	2635500
273	993620	2632732
274	997730	2630380
275	1002541	2629855
276	1005363	2624107
277	1007800	2617380
278	1010745	2611997
279	1014598	2608966
280	1018908	2607100
281	1022474	2603321
282	1026492	2600689
283	1029341	2595099
284	1032499	2590306
285	1037970	2591297
286	1040829	2585753
287	1043118	2578820
288	1045866	2573048
289	1048983	2568202
290	1053390	2566509
291	1058036	2565376
292	1061087	2560371
293	1066273	2560508
294	1071796	2561411
295	1077942	2563756
296	1084583	2567213
297	1088712	2564685
298	1097163	2572279
299	1102555	2572628
300	1108747	2574798
301	1114488	2575870
302	1119565	2575370
303	1126396	2578855
304	1133911	2583831
305	1140285	2586137
306	1145238	2585180
307	1150862	2585703
308	1157868	2589278
309	1164014	2590870
310	1168155	2587971
311	1171797	2583963
312	1175135	2579290
313	1177748	2573042
314	1180435	2566978
315	1183772	2562343
316	1189207	2562235
317	1194052	2560829
318	1197130	2555629
319	1199489	2548915
320	1202318	2543222
321	1205300	2537868
322	1210233	2536619
323	1212867	2530549
324	1216192	2525939
325	1220669	2523716
326	1223296	2517670
327	1228495	2516916
328	1231522	2511706
329	1234170	2505740
330	1237392	2500953
331	1242167	2499301
332	1246092	2495926
333	1250520	2493552
334	1253969	2489222
335	1256849	2483774
336	1260961	2480764
337	1263999	2475644
338	1267565	2471565
339	1272570	2470284
340	1276779	2467442
341	1279054	2460871
342	1281919	2455454
343	1285369	2451169
344	1289543	2448264
345	1292977	2443952
346	1295838	2438566
347	1299383	2434476
348	1303116	2430741
349	1307787	2428748
350	1311121	2424268
351	1313843	2418666
352	1316652	2413241
353	1319845	2408532
354	1324793	2407018
355	1329835	2405657
356	1332385	2399786
357	1335322	2394629
358	1338020	2389056
359	1343649	2388711
360	1348589	2387115
361	1352033	2382865
362	1355357	2378410
363	1359626	2375611
364	1362960	2371177
365	1367394	2368655
366	1370447	2363741
367	1373791	2359337
368	1376940	2354605
369	1380722	2350959
370	1384957	2348082
371	1390658	2347670
372	1393128	2341800
373	1395974	2336578
374	1398576	2330961
375	1404161	2330309
376	1412146	2333600
377	1418740	2334541
378	1423634	2332657
379	1427469	2329029
380	1431974	2326489
381	1438188	2326702
382	1442523	2323857
383	1447127	2321434
384	1452143	2319657
385	1458377	2319802
386	1467062	2323796
387	1473755	2324584
388	1479170	2323324
389	1484197	2321436
390	1488954	2319113
391	1495457	2319485
392	1501689	2319402
393	1507133	2318077
394	1512268	2316259
395	1517455	2314503
396	1524953	2316239
397	1530722	2315313
398	1536929	2315024
399	1544260	2316390
400	1551889	2318158
401	1558825	2318850
402	1563954	2316826
403	1570483	2316851
404	1575648	2314841
405	1583739	2317096
406	1591506	2318828
407	1599734	2321183
408	1607246	2322450
409	1613732	2322200
410	1620794	2322744
411	1626279	2321001
412	1629485	2316000
413	1633053	2311519
414	1636510	2306887
415	1641478	2304383
416	1643932	2298351
417	1646765	2292864
418	1649714	2287551
419	1655623	2286336
420	1662146	2285944
421	1667038	2283290
422	1670675	2278912
423	1673659	2273650
424	1678630	2271088
425	1683076	2267807
426	1685596	2261935
427	1688893	2257118
428	1692410	2252602
429	1695805	2247928
430	1699450	2243590
431	1704060	2240524
432	1707030	2235303
433	1711615	2232198
434	1717426	2230680
435	1723598	2229609
436	1727330	2225370
437	1731726	2221987
438	1734124	2216045
439	1738331	2212422
440	1743227	2209669
441	1746256	2204550
442	1750164	2200545
443	1755133	2197870
444	1758587	2193294
445	1763159	2190112
446	1766803	2185777
447	1770747	2181813
448	1773267	2176103
449	1777643	2172675
450	1781257	2168315
451	1785794	2165078
452	1790183	2161656
453	1792969	2156302
454	1796611	2151984
455	1800812	2148337
456	1805468	2145228
457	1808144	2139769
458	1811817	2135497
459	1815115	2130787
460	1819128	2126920
461	1824016	2124071
462	1826521	2118449
463	1829189	2113028
464	1831970	2107750
465	1835203	2103001
466	1839212	2099143
467	1844489	2096727
468	1849128	2093575
469	1852470	2088956
470	1855349	2083820
471	1858413	2078903
472	1863793	2076573
473	1866758	2071550
474	1869465	2066251
475	1873321	2062228
476	1878364	2059506
477	1881798	2055018
478	1885459	2050782
479	1890010	2047511
480	1894783	2044474
481	1899925	2041828
482	1906048	2040222
483	1909850	2036121
484	1914467	2032888
485	1920949	2031621
486	1929170	2032165
487	1932870	2027929
488	1935520	2022599
489	1937985	2017086
490	1941334	2012503
491	1946004	2009288
492	1951208	2006617
493	1954799	2002284
494	1958501	1998067
495	1962091	1993738
496	1965517	1989245
497	1969914	1985736
498	1973345	1981254
499	1977042	1977042
500	1981188	1973279
501	1984588	1968774
502	1988473	1964754
503	1992226	1960604
504	1994979	1955474
505	1998371	1950979
506	2000972	1945718
507	2004310	1941182
508	2009314	1938258
509	2014216	1935227
510	2017239	1930391
511	2020045	1925355
512	2023770	1921200
513	2027339	1916901
514	2031267	1912940
515	2034092	1907947
516	2037709	1903701
517	2042943	1900963
518	2046568	1896723
519	2050395	1892672
520	2053100	1887591
521	2056434	1883095
522	2059624	1878471
523	2062926	1873956
524	2065891	1869139
525	2070365	1865691
526	2076145	1863409
527	2079545	1858987
528	2084525	1855976
529	2091015	1854296
530	2098458	1853440
531	2104516	1851341
532	2111069	1849660
533	2117374	1847745
534	2123395	1845568
535	2127057	1841333
536	2130086	1836554
537	2132729	1831451
538	2136289	1827141
539	2141810	1824505
540	2145808	1820566
541	2148862	1815828
542	2152893	1811919
543	2157299	1808324
544	2160119	1803402
545	2163757	1799168
546	2167637	1795136
547	2170871	1790572
548	2175141	1786865
549	2179079	1782883
550	2182296	1778314
551	2185475	1773719
552	2189454	1769776
553	2192356	1764966
554	2196525	1761178
555	2199651	1756556
556	2202771	1751934
557	2205814	1747258
558	2210426	1743824
559	2214370	1739862
560	2220614	1737700
561	2223545	1732941
562	2226277	1728034
563	2229138	1723234
564	2232050	1718481
565	2237973	1716043
566	2242042	1712177
567	2245021	1707481
568	2248050	1702828
569	2252898	1699555
570	2257087	1695780
571	2261711	1692329
572	2265848	1688512
573	2269186	1684100
574	2273188	1680182
575	2278809	1677456
576	2283315	1673904
577	2286531	1669405
578	2289509	1664738
579	2292291	1659935
580	2295293	1655297
581	2299749	1651710
582	2303288	1647463
583	2307039	1643370
584	2311111	1639506
585	2314254	1634985
586	2316996	1630186
587	2322105	1627053
588	2325992	1623061
589	2329242	1618626
590	2334131	1615329
591	2338011	1611332
592	2343497	1608437
593	2347218	1604327
594	2350166	1599693
595	2352630	1594736
596	2356429	1590688
597	2361120	1587241
598	2365872	1583831
599	2369387	1579591
600	2372975	1575403
601	2375728	1570664
602	2380326	1567146
603	2384225	1563167
604	2388056	1559144
605	2390811	1554422
606	2393931	1549942
607	2396559	1545150
608	2399901	1540823
609	2403265	1536513
610	2405819	1531691
611	2408779	1527134
612	2412024	1522762
613	2416446	1519133
614	2421998	1516210
615	2426756	1512783
616	2429695	1508222
617	2432231	1503418
618	2435750	1499225
619	2442767	1497180
620	2445819	1492698
621	2449126	1488375
622	2453462	1484679
623	2457443	1480766
624	2461669	1477001
625	2464869	1472621
626	2467663	1468004
627	2470768	1463576
628	2475340	1460018
629	2479387	1456148
630	2482731	1451866
631	2487842	1448617
632	2491942	1444775
633	2495712	1440742
634	2499991	1437003
635	2503816	1433002
636	2506687	1428457
637	2510514	1424461
638	2515251	1420979
639	2520150	1417584
640	2522917	1412991
641	2525676	1408399
642	2528744	1403984
643	2533278	1400383
644	2538033	1396902
645	2541957	1392961
646	2545259	1388681
647	2549047	1384667
648	2553856	1381207
649	2556403	1376524
650	2559102	1371930
651	2561843	1367364
652	2564859	1362949
653	2569560	1359430
654	2574131	1355840
655	2578864	1352331
656	2582094	1348034
657	2585182	1343666
658	2588397	1339367
659	2593287	1335935
660	2596008	1331387
661	2599228	1327098
662	2603155	1323172
663	2606242	1318821
664	2610925	1315278
665	2614027	1310938
666	2617040	1306558
667	2620593	1302450
668	2624552	1298545
669	2629359	1295057
670	2633728	1291351
671	2637381	1287293
672	2640319	1282889
673	2643200	1278461
674	2647938	1274933
675	2652426	1271281
676	2655684	1267040
677	2659124	1262887
678	2663004	1258945
679	2667026	1255071
680	2669627	1250530
681	2672350	1246051
682	2675112	1241596
683	2679161	1237741
684	2684300	1234386
685	2688690	1230683
686	2692484	1226706
687	2695054	1222175
688	2698289	1217950
689	2701527	1213729
690	2705716	1209936
691	2709675	1206040
692	2714130	1202363
693	2716425	1197732
694	2719666	1193522
695	2722670	1189212
696	2726905	1185441
697	2731046	1181627
698	2733753	1177195
699	2737284	1173121
700	2741237	1169229
701	2747722	1166412
702	2751946	1162628
703	2755366	1158506
704	2758348	1154202
705	2761034	1149779
706	2764405	1145644
707	2768738	1141909
708	2772990	1138138
709	2775825	1133787
710	2781464	1130581
711	2786204	1127004
712	2790683	1123318
713	2796959	1120350
714	2799362	1115829
715	2804386	1112354
716	2809292	1108828
717	2813141	1104882
718	2818467	1101515
719	2821802	1097367
720	2824947	1093148
721	2828505	1089092
722	2832595	1085240
723	2836682	1081387
724	2840577	1077460
725	2844973	1073722
726	2849687	1070102
727	2852193	1065654
728	2854773	1061239
729	2857349	1056827
730	2862284	1053289
731	2867410	1049817
732	2871877	1046099
733	2874429	1041686
734	2877877	1037601
735	2882327	1033878
736	2885953	1029858
737	2890919	1026315
738	2894312	1022213
739	2897615	1018081
740	2900368	1013759
741	2903988	1009742
742	2907866	1005816
743	2911837	1001922
744	2915130	997796
745	2918341	993644
746	2922238	989727
747	2926261	985852
748	2929066	981569
749	2931734	977244
750	2934487	972952
751	2938176	968973
752	2942511	965206
753	2947412	961622
754	2951736	957848
755	2954738	953645
756	2957542	949382
757	2962622	945850
758	2966336	941880
759	2969486	937732
760	2972701	933607
761	2975989	929508
762	2981064	925966
763	2986198	922438
764	2988920	918165
765	2991797	913943
766	2995995	910126
767	2999802	906190
768	3004386	902488
769	3009398	898911
770	3012536	894774
771	3015529	890596
772	3019263	886640
773	3022550	882553
774	3027483	878946
775	3031142	874969
776	3034780	870985
777	3039384	867279
778	3044689	863769
779	3050304	860342
780	3054901	856624
781	3057817	852435
782	3060986	848319
783	3064795	844382
784	3069428	840671
785	3074552	837091
786	3079441	833444
787	3082416	829279
788	3085454	825134
789	3088402	820967
790	3092949	817226
791	3096583	813244
792	3100520	809341
793	3103721	805247
794	3108352	801524
795	3112834	797761
796	3115917	793640
797	3118633	789428
798	3121860	785349
799	3126006	781501
800	3130414	777718
801	3134403	773830
802	3137196	769648
803	3140153	765510
804	3143495	761467
805	3147752	757647
806	3150667	753505
807	3153613	749373
808	3156936	745333
809	3163245	741995
810	3170734	738925
811	3175271	735161
812	3179892	731414
813	3185251	727833
814	3190424	724206
815	3195822	720626
816	3199754	716713
817	3203873	712842
818	3208794	709147
819	3211619	704989
820	3215872	701146
821	3220007	697276
822	3224487	693480
823	3228142	689506
824	3231292	685425
825	3234250	681307
826	3237496	677251
827	3242540	673571
828	3245776	669514
829	3248917	665441
830	3252588	661477
831	3257077	657679
832	3260820	653729
833	3265265	649920
834	3268480	645867
835	3272368	641947
836	3277033	638179
837	3280413	634161
838	3284829	630342
839	3288120	626308
840	3291445	622282
841	3294361	618181
842	3298229	614260
843	3302398	610395
844	3305562	606345
845	3309156	602375
846	3313538	598549
847	3317728	594687
848	3320685	590604
849	3323984	586585
850	3326922	582504
851	3330833	578595
852	3335456	574808
853	3340222	571045
854	3343171	566970
855	3346642	562986
856	3351087	559166
857	3354107	555108
858	3356907	551017
859	3359857	546953
860	3363314	542974
861	3367930	539181
862	3373498	535538
863	3376842	531540
864	3379609	527453
865	3382675	523416
866	3385358	519322
867	3389263	515417
868	3392900	511472
869	3396935	507587
870	3400791	503676
871	3404059	499678
872	3407525	495711
873	3411518	491820
874	3415366	487909
875	3417894	483811
876	3421235	479831
877	3424960	475905
878	3428555	471962
879	3435009	468410
880	3438348	464430
881	3441284	460398
882	3443942	456332
883	3446994	452320
884	3451011	448436
885	3454749	444516
886	3458598	440610
887	3462149	436667
888	3465664	432720
889	3468525	428694
890	3472991	424866
891	3476753	420952
892	3479610	416929
893	3482711	412938
894	3487895	409194
895	3491917	405311
896	3494993	401320
897	3498014	397324
898	3500703	393293
899	3504630	389403
900	3508199	385473
901	3512288	381601
902	3516344	377724
903	3520089	373814
904	3524385	369963
905	3528600	366102
906	3532191	362176
907	3535158	358187
908	3538652	354254
909	3542854	350392
910	3547791	346600
911	3551334	342672
912	3554890	338746
913	3558437	334820
914	3562188	330913
915	3566291	327039
916	3569417	323077
917	3573716	319220
918	3577017	315275
919	3580081	311311
920	3583983	307420
921	3588183	303555
922	3591872	299646
923	3596429	295810
924	3599690	291866
925	3603991	288007
926	3607156	284058
927	3610220	280103
928	3613099	276135
929	3616803	272232
930	3622092	268447
931	3626858	264620
932	3631061	260751
933	3634122	256800
934	3637893	252901
935	3640895	248950
936	3644129	245016
937	3649055	241195
938	3653374	237333
939	3656617	233401
940	3659564	229451
941	3662750	225519
942	3666303	221611
943	3670544	217744
944	3673511	213802
945	3676906	209886
946	3680953	206009
947	3686313	202202
948	3690840	198348
949	3693831	194412
950	3696854	190479
951	3699851	186547
952	3704352	182691
953	3709117	178846
954	3713110	174963
955	3716611	171057
956	3720075	167150
957	3723002	163221
958	3726706	159327
959	3730852	155452
960	3735397	151592
961	3739657	147720
962	3743983	143849
963	3747748	139957
964	3751615	136068
965	3754935	132161
966	3758530	128264
967	3761778	124356
968	3764772	120441
969	3768475	116550
970	3772826	112679
971	3778129	108835
972	3782523	104962
973	3786203	101069
974	3790324	97187
975	3794619	93310
976	3798629	89425
977	3801510	85514
978	3805335	81626
979	3808509	77724
980	3811617	73823
981	3815706	69941
982	3820142	66065
983	3823354	62168
984	3828408	58300
985	3834465	54444
986	3838509	50557
987	3842978	46675
988	3845879	42775
989	3848648	38875
990	3852780	34989
991	3857006	31104
992	3861754	27222
993	3866958	23341
994	3870170	19448
995	3873163	15554
996	3877726	11668
997	3882277	7780
998	3885192	3889
999	3888718	0
