iter	Logloss	Accuracy
252	0.3636655891	0.85625
253	0.3634957585	0.855
254	0.3632230981	0.855
255	0.3630701124	0.855
256	0.3629796114	0.855
257	0.3627406853	0.855
258	0.3625125358	0.85625
259	0.3624012675	0.8575
260	0.3619135479	0.856226261	0.3616474197	0.8261	0262	0.3610766994	262	0.3263	0.36092663263	0.3810264	0.360484264	0.380927265	0.3603265	0.38087178266	0.36266	0.380731028267	0.3267	0.3806390733268	0.268	0.3805893246	0269	269	0.3805667169	02627270	0.3804999905	0270	271	0.3804960255	0271	272	0.3803620355	0272	273	0.3801736288	0273	0.3274	0.37989094274	0.36026275	0.37961736275	0.36014276	0.37952285276	0.36004277	0.3791961277	0.359278	0.379012408278	0.279	0.3786635522	0279	0.3280	0.3783604466280	0.35281	0.3781599091281	0.3282	0.3780656849	282	0.283	0.3779581424	0283	0284	0.3777332118	0.8284	0285	0.3775534227	0.8285	0286	0.3774396945	0.286	0.287	0.3771878334287	0.357288	0.3770330861288	0.357289	0.3770119415289	0.290290	0.3765289836290291	0.291	0.3762297291292	0.353292	0.37587293	0.35368890293	0.37294	0.353688876294	0.3295	0.3532736959295	0.296	0.353273591	0.829297	0.3530838065	0.862298	0.3527249889	0.86
299	0.3525889956	0.86125
300	0.3524273772	0.861300301	0.3523410868	0.8301	0302	0.3520996696	302	0.37303	0.3518182431	303	0.37304	0.351764208304	0.3741305	0.3515810305	0.373888306	0.35138306	0.3737522307	0.35114307	0.37367796308	0.3509308	0.373520312309	0.350309	0.3733499233310	0.35310	0.3732399203	311	0.3311	0.3730787574	0312	0.312	0.3729896807	0.313	0313	0.3728889529	0.8314	314	0.3728395038	0.8315	315	0.3728019036	0.8316	316	0.3727354672	0316317317	0.3726782327317	318	318	0.37246331318	0.3319319	0.372285319	0.351832320	0.3720320	0.35129383321	0.37205321	0.3512431322	0.371915322	0.351130323	0.3719098323	0.35097324	0.37181669324	0.3509325	0.371747923325	0.35326	0.3713192729	326	0.3327	0.371173997	0.327	0328	0.3710721755	0.8328	329	0.3710117355	0.84329330	0.3708343488	0.84733331	0.3707552157	0.8331	332	0.37071956	0.8332	333	0.3705984298	0333	0.334	0.3704417253334	0.34335	0.37030268335	0.3480336	0.370202336	0.347965337	0.3699337	0.34777930338	0.36338	0.3476490362339	0.339	0.347352634	0.340340	0.3473421619	0.863341	0.3471818298	0.86
342	0.3469983213	0.86
343	0.3467743265	0.86
344	0.3467339189	0.86
345	0.3466509197	0.86
346	0.3465714663	0.86
347	0.3465137607	0.86
348	0.3463523697	0.86
349	0.3462607108	0.86
350	0.3459039938	0.86
351	0.3456598497	0.86
352	0.3456283962	0.86
353	0.3455693212	0.86
354	0.3455579548	0.86
355	0.3455481755	0.86
356	0.3452741264	0.86
357	0.3452442247	0.86
358	0.3448120207	0.86
359	0.3445802399	0.86125
360	0.3444670518	0.86125
361	0.3442912465	0.86125
362	0.3439927833	0.8625
363	0.3439828739	0.8625
364	0.3438585681	0.8625
365	0.3438481653	0.8625
366	0.3437884304	0.8625
367	0.3436042062	0.8625
368	0.3435913419	0.8625
369	0.3435366605	0.8625
370	0.3428928173	0.86375
371	0.3427366674	0.8625
372	0.3425301574	0.86375
373	0.3422581675	0.86375
374	0.3421719772	0.86375
375	0.3421647904	0.86375
376	0.3417948431	0.86375
377	0.3414440982	0.86375
378	0.3413548278	0.86375
379	0.3410465282	0.86375
380	0.3408403782	0.86375
381	0.3407429988	0.86375
382	0.340310229	0.86375
383	0.3402520484	0.86375
384	0.3401582546	0.86375
385	0.3400774159	0.86375
386	0.3399789963	0.86375
387	0.3399447301	0.86375
388	0.3397140351	0.86375
389	0.3394518858	0.86375
390	0.3393524495	0.86375
391	0.339087365	0.86375
392	0.3387689726	0.86375
393	0.3386658859	0.86375
394	0.33844291	0.86375
395	0.3382437211	0.86375
396	0.3376837327	0.865
397	0.337677848	0.865
398	0.3376312127	0.865
399	0.337292372	0.865
400	0.3370810125	0.86375
401	0.3370681352	0.86375
402	0.3367531136	0.865
403	0.3366118236	0.865
404	0.3364716205	0.865
405	0.3363537737	0.865
406	0.3363073727	0.865
407	0.3363005325	0.865
408	0.3362243396	0.86375
409	0.336189233	0.86375
410	0.3357652451	0.865
411	0.3356848897	0.865
412	0.335617001	0.865
413	0.3354724377	0.865
414	0.3354197718	0.865
415	0.3352230502	0.865
416	0.3351119092	0.865
417	0.3349861346	0.865
418	0.3347489214	0.865
419	0.3344857496	0.865
420	0.3343535165	0.8675
421	0.3341940549	0.86875
422	0.3340804747	0.86875
423	0.3340542764	0.86875
424	0.3339075837	0.86875
425	0.3334261335	0.86875
426	0.3333803079	0.86875
427	0.3331129456	0.86875
428	0.3326618657	0.86875
429	0.3325457861	0.87
430	0.3317489402	0.87
431	0.3316319306	0.86875
432	0.3315401235	0.86875
433	0.3314056143	0.86875
434	0.3314006459	0.86875
435	0.3312814877	0.86875
436	0.3311313468	0.86875
437	0.3310747151	0.86875
438	0.3307802613	0.87
439	0.3304612162	0.87
440	0.3304264228	0.87
441	0.3300956951	0.87
442	0.3300345267	0.87
443	0.3300310926	0.87
444	0.330008703	0.87
445	0.3300035146	0.87
446	0.3297703349	0.87
447	0.329767165	0.87
448	0.3295564994	0.87
449	0.3293816343	0.87
450	0.3291885454	0.87
451	0.3291807324	0.87
452	0.3290775727	0.87
453	0.3287636561	0.87
454	0.3285820977	0.87125
455	0.3283485315	0.87125
456	0.3283061747	0.87125
457	0.328024025	0.87125
458	0.3280188208	0.87125
459	0.3278110272	0.87125
460	0.3275522478	0.87125
461	0.3270321022	0.8725
462	0.3269436473	0.8725
463	0.3268124375	0.8725
464	0.3266811054	0.8725
465	0.3262065171	0.87375
466	0.32616703	0.87375
467	0.3259793213	0.87375
468	0.325618113	0.87375
469	0.3255795741	0.87375
470	0.3254719303	0.87375
471	0.32539928	0.87375
472	0.3253047742	0.87375
473	0.3251552341	0.87375
474	0.3249822475	0.87375
475	0.324809724	0.8725
476	0.3244479986	0.8725
477	0.3244271405	0.8725
478	0.3241595624	0.87375
479	0.3239425741	0.87375
480	0.3238980049	0.8725
481	0.3237427143	0.8725
482	0.3236797755	0.8725
483	0.3235898279	0.8725
484	0.3235681766	0.8725
485	0.3234606812	0.8725
486	0.3233443057	0.8725
487	0.323225292	0.875
488	0.3231685326	0.875
489	0.3231088321	0.875
490	0.3230515816	0.8775
491	0.3229487261	0.8775
492	0.3228236103	0.875
493	0.3227950021	0.875
494	0.3226900781	0.875
495	0.3225458114	0.875
496	0.3222888913	0.875
497	0.3220684792	0.875
498	0.3220356874	0.8725
499	0.3219007997	0.876250500	0.3218546867	0.8501	0501	0.3218516857	502	0.35502	0.32177544503	0.35140503	0.32163504	0.35129398504	0.3505	0.351273917	0.505506	0.3511533466	0.86
507	0.3511189586	0.86
508	0.3510449318	0.86
509	0.3509905919	0.86
510	0.3509793196	0.86
511	0.3509605856	0.86
512	0.350826886	0.86
513	0.3508081153	0.86
514	0.3506920326	0.86
515	0.350662776	0.86
516	0.3505662288	0.86
517	0.3505141929	0.86
518	0.3504545624	0.86
519	0.350043941	0.86
520	0.3500238602	0.86
521	0.3499563736	0.86
522	0.3496029669	0.86
523	0.3494103841	0.86
524	0.3492461706	0.86
525	0.3491069942	0.86
526	0.3490712697	0.86
527	0.3490389552	0.86
528	0.3489829141	0.86
529	0.3488599605	0.86
530	0.34837006	0.86
531	0.3483327802	0.86
532	0.3481856477	0.86
533	0.3480859191	0.86
534	0.3480374027	0.86
535	0.3479874678	0.86
536	0.3479682745	0.86
537	0.3479581029	0.86
538	0.3478910503	0.86
539	0.3477878954	0.86
540	0.3477855801	0.86
541	0.34765096	0.86
542	0.3473881901	0.86
543	0.3473291182	0.86
544	0.347224897	0.86125
545	0.3471377413	0.86125
546	0.3466499454	0.86125
547	0.3466348991	0.86125
548	0.3464755953	0.86125
549	0.3464124392	0.8625
550	0.3463921234	0.8625
551	0.3463720837	0.8625
552	0.3462412046	0.86125
553	0.3461912333	0.86125
554	0.3461760171	0.86125
555	0.3461562557	0.86125
556	0.3460565304	0.86125
557	0.345848014	0.86125
558	0.3455205222	0.8625
559	0.345464948	0.8625
560	0.3453905982	0.8625
561	0.3452003728	0.8625
562	0.3451626189	0.8625
563	0.3448671691	0.8625
564	0.3447387071	0.8625
565	0.3446658064	0.8625
566	0.3445996176	0.8625
567	0.344583466	0.8625
568	0.3445746944	0.8625
569	0.3445237788	0.8625
570	0.3444271335	0.8625
571	0.3444190764	0.8625
572	0.34436523	0.8625
573	0.3442617687	0.8625
574	0.3436836694	0.8625
575	0.3436574264	0.8625
576	0.3436537975	0.8625
577	0.3435006186	0.8625
578	0.3434825911	0.8625
579	0.3434570715	0.8625
580	0.3434035067	0.8625
581	0.3432599802	0.86375
582	0.3431731724	0.86375
583	0.3430580914	0.86375
584	0.3428938365	0.86375
585	0.3427234307	0.86375
586	0.3426926007	0.86375
587	0.3426330669	0.86375
588	0.3426131924	0.86375
589	0.3426107807	0.86375
590	0.3425563334	0.86375
591	0.3424990692	0.865
592	0.3423507876	0.865
593	0.3423273743	0.86375
594	0.3422349862	0.86375
595	0.3422290733	0.86375
596	0.3422100305	0.865
597	0.3421658218	0.865
598	0.3421459001	0.865
599	0.3418196484	0.865
600	0.3417530952	0.865
601	0.3417313731	0.865
602	0.3417209374	0.865
603	0.3415547435	0.865
604	0.341521258	0.865
605	0.3415056979	0.865
606	0.3413841202	0.865
607	0.341288589	0.865
608	0.3412616726	0.865
609	0.3412512979	0.865
610	0.3412201702	0.865
611	0.3411504419	0.865
612	0.3410145847	0.865
613	0.3407120058	0.865
614	0.3406821766	0.865
615	0.3406165132	0.865
616	0.340554209	0.865
617	0.3404396833	0.865
618	0.3404160277	0.865
619	0.3403291667	0.865
620	0.3402875967	0.865
621	0.3400308829	0.865
622	0.340005692	0.865
623	0.3399212952	0.865
624	0.3397881504	0.865
625	0.3397365868	0.865
626	0.3397235286	0.865
627	0.3396541989	0.865
628	0.3396105785	0.865
629	0.3395041637	0.865
630	0.3393973408	0.865
631	0.3393038836	0.86625
632	0.3392406444	0.86625
633	0.3391082358	0.8675
634	0.3390810553	0.8675
635	0.3390167583	0.86875
636	0.3389306862	0.8675
637	0.3385953773	0.86875
638	0.3384815728	0.86875
639	0.3384093049	0.87
640	0.3383833712	0.87
641	0.3381524851	0.87
642	0.337829451	0.87
643	0.3376751002	0.86875
644	0.3375649174	0.87
645	0.3371246593	0.87
646	0.3370729908	0.87
647	0.3370465615	0.87
648	0.3367217202	0.87
649	0.3367103704	0.87
650	0.3367035319	0.87
651	0.3366916436	0.87
652	0.3362291221	0.87
653	0.3361982171	0.87125
654	0.3356727441	0.87125
655	0.3354522091	0.87125
656	0.3353700912	0.87125
657	0.335328259	0.87125
658	0.3352912314	0.87125
659	0.3352785147	0.87125
660	0.3352560143	0.87125
661	0.3352217009	0.8725
662	0.3351405761	0.8725
663	0.3350407255	0.8725
664	0.3350130515	0.8725
665	0.3349698448	0.8725
666	0.3348631917	0.8725
667	0.3346479278	0.8725
668	0.3345687661	0.8725
669	0.3343301601	0.8725
670	0.3342403186	0.8725
671	0.334124601	0.8725
672	0.3341208149	0.8725
673	0.3341023911	0.8725
674	0.3339158141	0.8725
675	0.3337332797	0.8725
676	0.3335969856	0.8725
677	0.3335494015	0.8725
678	0.3334769605	0.8725
679	0.3334731356	0.8725
680	0.3334632916	0.8725
681	0.3334102995	0.8725
682	0.3333580013	0.8725
683	0.3333439065	0.8725
684	0.3332922654	0.8725
685	0.3329263087	0.8725
686	0.3327734628	0.8725
687	0.3326919745	0.8725
688	0.3326827197	0.8725
689	0.3326544686	0.8725
690	0.3324600299	0.8725
691	0.3324323475	0.8725
692	0.3324131984	0.8725
693	0.3323358541	0.8725
694	0.3322411377	0.8725
695	0.332191358	0.8725
696	0.3320097915	0.8725
697	0.3318373798	0.8725
698	0.3318053919	0.8725
699	0.3317523801	0.8725
700	0.3316217157	0.8725
701	0.3315544043	0.8725
702	0.3314053925	0.8725
703	0.3312212351	0.8725
704	0.3311731853	0.8725
705	0.3311623537	0.8725
706	0.3310968931	0.8725
707	0.3308833942	0.8725
708	0.3307157871	0.8725
709	0.330579812	0.8725
710	0.3303815645	0.87375
711	0.330313185	0.87375
712	0.3302841335	0.87375
713	0.3300856055	0.87375
714	0.3298706917	0.875
715	0.3298305238	0.875
716	0.3297582042	0.875
717	0.3295664805	0.87375
718	0.3295291492	0.875
719	0.3295229638	0.875
720	0.3295097862	0.875
721	0.3295065428	0.875
722	0.3294448004	0.875
723	0.3293882729	0.875
724	0.3292754753	0.875
725	0.329246993	0.875
726	0.3292297064	0.875
727	0.329184955	0.87625
728	0.3291680082	0.875
729	0.3291162478	0.875
730	0.3290694324	0.87625
731	0.3290197052	0.87625
732	0.328997865	0.87625
733	0.3289350064	0.87625
734	0.3289007096	0.87625
735	0.3288439077	0.87625
736	0.3288283086	0.87625
737	0.3286989007	0.87625
738	0.3286875207	0.87625
739	0.3286599121	0.87625
740	0.3286343924	0.87625
741	0.3285426384	0.87625
742	0.3283294515	0.87625
743	0.328231724	0.87625
744	0.3282069129	0.87625
745	0.3281562555	0.87625
746	0.3280407397	0.87625
747	0.3279989299	0.87625
748	0.3279825017	0.87625
749	0.3278954381	0.87625
750	0.3278886895	0.87625
751	0.3278434235	0.87625
752	0.3277662039	0.87625
753	0.327619854	0.87625
754	0.3275960142	0.87625
755	0.3275744153	0.87625
756	0.3275535978	0.87625
757	0.3274183556	0.87625
758	0.3273480393	0.87625
759	0.3273293784	0.87625
760	0.3271586634	0.87625
761	0.3271402436	0.87625
762	0.3271308766	0.87625
763	0.3270398377	0.87625
764	0.326690933	0.87625
765	0.3265026627	0.87625
766	0.3264887415	0.87625
767	0.3264528905	0.87625
768	0.3264401491	0.87625
769	0.3264273371	0.8775
770	0.3263333534	0.87625
771	0.3262564136	0.8775
772	0.3261536014	0.87625
773	0.3261160801	0.87625
774	0.3260302049	0.87625
775	0.3259572053	0.87625
776	0.3258819699	0.87625
777	0.3258329223	0.87625
778	0.3256617563	0.8775
779	0.3255276411	0.8775
780	0.3255012045	0.8775
781	0.3253900631	0.8775
782	0.3253662404	0.8775
783	0.3253008774	0.8775
784	0.325199958	0.8775
785	0.3251530825	0.87625
786	0.3250854678	0.87625
787	0.3250502884	0.87625
788	0.3248873788	0.8775
789	0.3248743534	0.8775
790	0.3248515506	0.8775
791	0.3247364231	0.8775
792	0.3246629143	0.87875
793	0.3246094354	0.87875
794	0.3245923142	0.87875
795	0.3245051801	0.87875
796	0.3244840711	0.87875
797	0.3244565124	0.87875
798	0.3243653518	0.87875
799	0.3242940712	0.87875
800	0.3242452765	0.87875
801	0.3242382544	0.87875
802	0.3240944717	0.87875
803	0.3240426582	0.87875
804	0.3239406011	0.87875
805	0.3239294401	0.87875
806	0.3238998568	0.87875
807	0.3237588094	0.87875
808	0.3236752465	0.87875
809	0.3234598307	0.87875
810	0.3234288154	0.87875
811	0.3232527847	0.87875
812	0.3232097544	0.87875
813	0.323147108	0.87875
814	0.3231344274	0.87875
815	0.3231201317	0.87875
816	0.3230847803	0.87875
817	0.3230104397	0.87875
818	0.3229494807	0.87875
819	0.3229277863	0.87875
820	0.3226870979	0.87875
821	0.322581903	0.87875
822	0.3225714646	0.87875
823	0.3224288425	0.88
824	0.322280529	0.88
825	0.3220359711	0.88
826	0.3220252319	0.88
827	0.3218122683	0.88
828	0.3217977367	0.88
829	0.3215741224	0.88
830	0.3215678022	0.88
831	0.3215600566	0.88
832	0.3214003152	0.88
833	0.3213902165	0.88
834	0.3213273997	0.88
835	0.3212443173	0.88
836	0.32119581	0.88
837	0.3211172964	0.88
838	0.3210894194	0.88
839	0.3210274129	0.88
840	0.3209298933	0.88
841	0.3208905233	0.88
842	0.3207645005	0.88
843	0.3207565977	0.88
844	0.3207356271	0.88
845	0.3207145057	0.88
846	0.3207083531	0.88
847	0.3207021019	0.88
848	0.3206192206	0.88
849	0.3205336863	0.88
850	0.3204569252	0.88
851	0.3200843516	0.88
852	0.3200388854	0.88
853	0.3199038377	0.88
854	0.3196879173	0.88
855	0.3195888452	0.88125
856	0.3195818652	0.88125
857	0.319403035	0.88125
858	0.3193945082	0.88125
859	0.3193891467	0.88125
860	0.319323781	0.88125
861	0.3192724081	0.88125
862	0.3191292076	0.8825
863	0.319083702	0.8825
864	0.3190749139	0.8825
865	0.3189547583	0.8825
866	0.3188415565	0.8825
867	0.3186913516	0.8825
868	0.3186877691	0.8825
869	0.3185651106	0.8825
870	0.318544016	0.8825
871	0.3183604989	0.8825
872	0.3183551847	0.8825
873	0.3182742329	0.8825
874	0.3182272482	0.8825
875	0.3181050622	0.8825
876	0.3180740405	0.8825
877	0.317941885	0.8825
878	0.3178237644	0.8825
879	0.3177622671	0.8825
880	0.317719122	0.8825
881	0.3175340066	0.88375
882	0.3175177097	0.88375
883	0.3175025113	0.88375
884	0.3174761707	0.88375
885	0.3174635952	0.88375
886	0.3174584668	0.88375
887	0.3174084118	0.88375
888	0.3173472853	0.88375
889	0.3172634616	0.88375
890	0.3172071327	0.88375
891	0.3169296777	0.8825
892	0.3169106285	0.8825
893	0.3168754223	0.8825
894	0.3168487449	0.8825
895	0.3166363018	0.8825
896	0.3166079189	0.8825
897	0.3165782082	0.8825
898	0.3165566766	0.8825
899	0.3164581491	0.8825
900	0.3164437397	0.8825
901	0.3164328728	0.8825
902	0.3162675741	0.8825
903	0.3162594345	0.8825
904	0.3162187751	0.8825
905	0.3160563675	0.88375
906	0.3159058151	0.88375
907	0.315890928	0.8825
908	0.3158685834	0.8825
909	0.3158201441	0.8825
910	0.3157342217	0.8825
911	0.3156651322	0.8825
912	0.3155397326	0.8825
913	0.3155030498	0.8825
914	0.3154931853	0.8825
915	0.3154734914	0.8825
916	0.3154576602	0.8825
917	0.3153175258	0.885
918	0.3152431204	0.885
919	0.3152054598	0.885
920	0.3150767454	0.885
921	0.3150707299	0.885
922	0.3150342947	0.885
923	0.3150225277	0.885
924	0.3150189292	0.885
925	0.3149916674	0.885
926	0.3149281543	0.885
927	0.3149126235	0.885
928	0.3148812026	0.885
929	0.3148539332	0.885
930	0.3146184401	0.885
931	0.3146091229	0.885
932	0.3145625938	0.885
933	0.314453421	0.885
934	0.3139066625	0.885
935	0.3138667545	0.885
936	0.313728004	0.885
937	0.3136832606	0.885
938	0.3136084141	0.885
939	0.313606052	0.885
940	0.3134228984	0.885
941	0.3133656738	0.885
942	0.3133106658	0.885
943	0.3133004309	0.885
944	0.3132913794	0.885
945	0.3132526287	0.885
946	0.3130947269	0.885
947	0.3130895609	0.885
948	0.3130423078	0.885
949	0.3129357827	0.885
950	0.3128576927	0.885
951	0.3127751533	0.885
952	0.3126528715	0.885
953	0.3126239645	0.885
954	0.3125029705	0.885
955	0.3122686681	0.885
956	0.3121622079	0.885
957	0.3120673034	0.885
958	0.3120286334	0.885
959	0.3119384482	0.885
960	0.3118660436	0.885
961	0.3117977087	0.885
962	0.3117517527	0.885
963	0.3116860515	0.885
964	0.3116794443	0.885
965	0.3115680049	0.885
966	0.3114555937	0.885
967	0.3113936173	0.885
968	0.3113573212	0.885
969	0.3113456973	0.885
970	0.3113156034	0.885
971	0.311168775	0.885
972	0.3111663662	0.885
973	0.3110373105	0.885
974	0.3108937784	0.885
975	0.3108840547	0.885
976	0.3106442146	0.885
977	0.3105270778	0.885
978	0.3104982453	0.885
979	0.3104705631	0.885
980	0.3104512952	0.885
981	0.3104230434	0.885
982	0.3103308472	0.885
983	0.3103278711	0.885
984	0.3102762601	0.885
985	0.3102117205	0.885
986	0.3102059444	0.885
987	0.3101671022	0.885
988	0.310133912	0.885
989	0.3101028122	0.885
990	0.3100937135	0.885
991	0.3100799528	0.885
992	0.3098675307	0.885
993	0.309836402	0.885
994	0.3098273257	0.885
995	0.3097452255	0.885
996	0.3096516135	0.885
997	0.3095871693	0.885
998	0.309572037	0.885
999	0.3094349829	0.885
.2625585114	0.91125
996	0.2625350035	0.91125
997	0.2625186976	0.91125
998	0.2625155359	0.91125
999	0.2624211698	0.91125
91
996	0.282612441	0.90875
997	0.2825808803	0.90875
998	0.2825544867	0.90875
999	0.2824322228	0.91
2795039042	0.89625
999	0.2838328189	0.89875
6881512	0.90125
993	0.2876814716	0.90125
994	0.2876757999	0.90125
995	0.2876389999	0.9
996	0.2873553683	0.9025
997	0.2873491652	0.90125
998	0.2873301124	0.90125
999	0.2871110098	0.9025
.8975
999	0.3039321908	0.8975
6241	0.89375
998	0.3006703331	0.89375
999	0.3006412691	0.89375
888888889
813	0.291868765	0.8888888889
814	0.2918108092	0.8888888889
815	0.291714444	0.8888888889
816	0.291557302	0.8888888889
817	0.2915043658	0.8888888889
818	0.2914793013	0.8888888889
819	0.2914601121	0.8888888889
820	0.2912965734	0.8888888889
821	0.2912155886	0.8888888889
822	0.2910291125	0.8888888889
823	0.2910021836	0.8888888889
824	0.2907328254	0.8888888889
825	0.2906492301	0.8888888889
826	0.2904421844	0.8888888889
827	0.2904289828	0.8888888889
