iter	Logloss	Accuracy
882	0.3382566222	0.8683914511
883	0.3382246588	0.8683914511
884	0.3381190483	0.8683914511
885	0.3380394502	0.8683914511
886	0.3378874363	0.8683914511
887	0.3378111125	0.8683914511
888	0.3378094651	0.8683914511
889	0.3376235542	0.8683914511
890	0.3375735135	0.8683914511
891	0.3374943319	0.8683914511
892	0.3374171897	0.8683914511
893	0.3373706621	0.8683914511
894	0.3373213211	0.8683914511
895	0.337155478	0.8683914511
896	0.3370895289	0.8683914511
897	0.3370252227	0.8683914511
898	0.3369014641	0.8683914511
899	0.336881278	0.8683914511
900	0.336651571	0.8683914511
901	0.3365193664	0.8683914511
902	0.3364648652	0.8683914511
903	0.3363764916	0.8683914511
904	0.3362578528	0.8683914511
905	0.3361037184	0.8683914511
906	0.3360208002	0.8683914511
907	0.336001604	0.8683914511
908	0.335786753	0.8683914511
909	0.3357811836	0.8683914511
910	0.3357032302	0.8683914511
911	0.3356980409	0.8683914511
912	0.3356442803	0.8683914511
913	0.335606989	0.8683914511
914	0.3354199627	0.8683914511
915	0.3353570182	0.8683914511
916	0.3352678923	0.8683914511
917	0.3352566332	0.8683914511
918	0.3351862987	0.8683914511
919	0.3351017343	0.8683914511
920	0.3350022828	0.8683914511
921	0.3348815956	0.8683914511
922	0.3348560743	0.8683914511
923	0.3348226193	0.8683914511
924	0.3348210763	0.8683914511
925	0.3347936587	0.8683914511
926	0.334702527	0.8683914511
927	0.3346509198	0.8683914511
928	0.3345513422	0.8706411699
929	0.3344812617	0.8706411699
930	0.3344268991	0.8706411699
931	0.334256002	0.8706411699
932	0.334185289	0.8706411699
933	0.3341283051	0.8706411699
934	0.3340447442	0.8706411699
935	0.3339123487	0.874015748
936	0.3338419336	0.874015748
937	0.3338237159	0.874015748
938	0.3337859888	0.874015748
939	0.3336322678	0.874015748
940	0.3335221627	0.874015748
941	0.3334863809	0.874015748
942	0.3334169726	0.874015748
943	0.3333207071	0.8751406074
944	0.3332814825	0.8751406074
945	0.3331696006	0.8751406074
946	0.3330341772	0.8751406074
947	0.3329398431	0.8751406074
948	0.3328823551	0.8751406074
949	0.3326338604	0.8762654668
950	0.3325503383	0.8762654668
951	0.3324954343	0.8751406074
952	0.3324640668	0.8751406074
953	0.3324150952	0.8762654668
954	0.3323550419	0.8751406074
955	0.3322932885	0.8762654668
956	0.3321222716	0.8762654668
957	0.3320651542	0.8762654668
958	0.3318992632	0.8762654668
959	0.3318127679	0.8762654668
960	0.3317643447	0.8762654668
961	0.3317519363	0.8762654668
962	0.3316258716	0.8762654668
963	0.3315724267	0.8762654668
964	0.3315332215	0.8762654668
965	0.3314826939	0.8751406074
966	0.3313813365	0.8762654668
967	0.3313149154	0.8762654668
968	0.3311896382	0.8762654668
969	0.3310575594	0.8762654668
970	0.3309869862	0.8762654668
971	0.3309224406	0.8762654668
972	0.3308693526	0.8762654668
973	0.3308309814	0.8762654668
974	0.3307294128	0.8762654668
975	0.3306672539	0.8762654668
976	0.330664432	0.8762654668
977	0.3305976806	0.8762654668
978	0.3305026087	0.8762654668
979	0.3303985945	0.8762654668
980	0.3303596612	0.8762654668
981	0.3303285107	0.8762654668
982	0.3303016828	0.8762654668
983	0.3302388848	0.8762654668
984	0.3301362746	0.8773903262
985	0.3300056322	0.8773903262
986	0.3299503076	0.8773903262
987	0.3298632185	0.8773903262
988	0.3298246632	0.8773903262
989	0.3297685979	0.8773903262
990	0.3296499897	0.8773903262
991	0.3295018576	0.8773903262
992	0.3293895522	0.8773903262
993	0.3292382504	0.8762654668
994	0.3290817529	0.8773903262
995	0.3290084343	0.8773903262
996	0.3289435513	0.8785151856
997	0.3288792762	0.8785151856
998	0.3288314214	0.8785151856
999	0.3288258544	0.8785151856
