iter	Logloss	Accuracy
128	0.4414895529	0.8211473566
129	0.4411077332	0.8211473566
130	0.4409219105	0.8211473566
131	0.4408374423	0.8211473566
132	0.4404215668	0.8200224972
133	0.4397311022	0.8211473566
134	0.4391176118	0.8200224972
135	0.4386874495	0.8211473566
136	0.4377873668	0.8200224972
137	0.4375878669	0.8211473566
138	0.4373484124	0.8211473566
139	0.4365198111	0.8211473566
140	0.436190176	0.8200224972
141	0.4356091604	0.8200224972
142	0.4350554458	0.8200224972
143	0.4350182415	0.8200224972
144	0.4341624097	0.8200224972
145	0.433490138	0.8200224972
146	0.4328217892	0.8200224972
147	0.4325139913	0.8200224972
148	0.431716567	0.8200224972
149	0.4312583196	0.8188976378
150	0.4310119648	0.8188976378
151	0.4307129904	0.8200224972
152	0.4305135249	0.8200224972
153	0.4303456503	0.8200224972
154	0.4299377266	0.8200224972
155	0.4292946028	0.8188976378
156	0.4289335963	0.8188976378
157	0.4288250623	0.8188976378
158	0.4284557495	0.8188976378
159	0.4280325736	0.8188976378
160	0.4276767067	0.8200224972
161	0.4272502092	0.8200224972
162	0.4267805613	0.8200224972
163	0.4263607587	0.8200224972
164	0.4259110684	0.8200224972
165	0.4257110213	0.8200224972
166	0.4255556721	0.8188976378
167	0.4252678258	0.8188976378
168	0.4246961888	0.8188976378
169	0.4243120216	0.8188976378
170	0.4238844512	0.8188976378
171	0.423709931	0.8188976378
172	0.4230923054	0.8188976378
173	0.4230364858	0.8188976378
174	0.4229561691	0.8188976378
175	0.4223316586	0.8188976378
176	0.4220715864	0.8188976378
177	0.4218183152	0.8188976378
178	0.4215709887	0.8188976378
179	0.4211126463	0.8188976378
180	0.4208887244	0.8188976378
181	0.4208492091	0.8200224972
182	0.4205773555	0.8211473566
183	0.4203306432	0.8211473566
184	0.4198606058	0.8211473566
185	0.4193934406	0.8211473566
186	0.4193798107	0.8211473566
187	0.4188683141	0.8211473566
188	0.4185624959	0.8211473566
189	0.4183152073	0.8211473566
190	0.4181554355	0.8211473566
191	0.4178956058	0.8211473566
192	0.4176331013	0.8211473566
193	0.4172693523	0.8211473566
194	0.4169519296	0.8211473566
195	0.4165322074	0.822272216
196	0.4162528933	0.822272216
197	0.4159094429	0.8211473566
198	0.4154899543	0.822272216
199	0.4150956777	0.822272216
200	0.4146765317	0.8200224972
201	0.4144681516	0.8211473566
202	0.4143220535	0.8211473566
203	0.414077399	0.8211473566
204	0.413853868	0.822272216
205	0.4136119428	0.8211473566
206	0.4133051124	0.8211473566
207	0.4131706037	0.8211473566
208	0.4130408042	0.8211473566
209	0.4127755502	0.822272216
210	0.4125651944	0.8233970754
211	0.4122601313	0.8233970754
212	0.4118787127	0.822272216
213	0.411581979	0.8245219348
214	0.4112500068	0.8233970754
215	0.4112428389	0.8233970754
216	0.4107620156	0.8256467942
217	0.4104657292	0.8256467942
218	0.4103423687	0.8256467942
219	0.4101130819	0.8256467942
220	0.4099343799	0.8256467942
221	0.4097332986	0.8256467942
222	0.4097271253	0.8256467942
223	0.4094953454	0.8278965129
224	0.4093396272	0.8312710911
225	0.4088140048	0.8312710911
226	0.4087448509	0.8312710911
227	0.4085909088	0.8312710911
228	0.4081127433	0.8312710911
229	0.4078434913	0.8312710911
230	0.4075218567	0.8312710911
231	0.4073193086	0.8312710911
232	0.4070077517	0.8301462317
233	0.4068104744	0.8301462317
234	0.4066253277	0.8301462317
235	0.4062404034	0.8312710911
236	0.4060419798	0.8323959505
237	0.405980449	0.8323959505
238	0.405691502	0.8323959505
239	0.4053328858	0.8312710911
240	0.4052505011	0.8312710911
241	0.405104666	0.8323959505
242	0.4047148741	0.8323959505
243	0.4043447906	0.8323959505
244	0.4041458293	0.8312710911
245	0.4040038092	0.8323959505
246	0.4036754525	0.8312710911
247	0.4034707361	0.8312710911
248	0.4031572911	0.8312710911
249	0.4030077475	0.8312710911
250	0.4026828944	0.8312710911
251	0.4023388875	0.8323959505
252	0.4021631941	0.8323959505
253	0.4019600881	0.8323959505
254	0.4019571426	0.8323959505
255	0.4019009534	0.8323959505
256	0.4018880463	0.8335208099
257	0.4017330043	0.8323959505
258	0.4014195849	0.8335208099
259	0.4013495795	0.8323959505
260	0.4011788989	0.8335208099
261	0.4010748096	0.8335208099
262	0.4008466305	0.8312710911
263	0.4008441528	0.8301462317
264	0.4006952535	0.8301462317
265	0.4003641035	0.8335208099
266	0.4003083494	0.8335208099
267	0.4000649866	0.8335208099
268	0.4000049267	0.8323959505
269	0.3998374316	0.8301462317
270	0.3998352787	0.8301462317
271	0.39974319	0.8301462317
272	0.3996760117	0.8301462317
273	0.3995148141	0.8301462317
274	0.3992093807	0.8301462317
275	0.3990775273	0.8301462317
276	0.3989468464	0.8301462317
277	0.3988976883	0.8301462317
278	0.3986978989	0.8301462317
279	0.3986925998	0.8301462317
280	0.3985554952	0.8301462317
281	0.398423673	0.8301462317
282	0.3983985095	0.8301462317
283	0.3982694963	0.8301462317
284	0.3982122489	0.8301462317
285	0.3978776593	0.8335208099
286	0.3978441072	0.8323959505
287	0.3976083596	0.8335208099
288	0.3973366111	0.8357705287
289	0.3971470075	0.8335208099
290	0.3970582078	0.8346456693
291	0.3970565573	0.8346456693
292	0.3967109423	0.8357705287
293	0.3964976132	0.8357705287
294	0.3963309686	0.8346456693
295	0.3962734029	0.8335208099
296	0.3960893512	0.8335208099
297	0.395905467	0.8335208099
298	0.3958318637	0.8323959505
299	0.3954092663	0.8323959505
300	0.3953205489	0.8323959505
301	0.3953108113	0.8323959505
302	0.3951757876	0.8323959505
303	0.3950606865	0.8323959505
304	0.3948577924	0.8323959505
305	0.3945110917	0.8323959505
306	0.3942460671	0.8323959505
307	0.3941189349	0.8323959505
308	0.3941169092	0.8323959505
309	0.3940258042	0.8323959505
310	0.3938511076	0.8323959505
311	0.3936620295	0.8323959505
312	0.3936604578	0.8323959505
313	0.3935229494	0.8323959505
314	0.3933375907	0.8323959505
315	0.3930555451	0.8323959505
316	0.3929616511	0.8323959505
317	0.3929601681	0.8323959505
318	0.3928317012	0.8323959505
319	0.3926426465	0.8301462317
320	0.3926405136	0.8301462317
321	0.3926398421	0.8301462317
322	0.3922608273	0.8301462317
323	0.3920843061	0.8301462317
324	0.3919863955	0.8301462317
325	0.3918302198	0.8290213723
326	0.3917424184	0.8301462317
327	0.3915971214	0.8290213723
328	0.3913186754	0.8301462317
329	0.3912581817	0.8301462317
330	0.3911341513	0.8301462317
331	0.3908554677	0.8312710911
332	0.3907353545	0.8312710911
333	0.390689029	0.8312710911
334	0.3906710064	0.8312710911
335	0.3905618544	0.8312710911
336	0.3901920808	0.8312710911
337	0.3900547485	0.8323959505
338	0.3899160659	0.8323959505
339	0.3897728875	0.8323959505
340	0.3896349519	0.8323959505
341	0.3894633488	0.8323959505
342	0.3894012932	0.8323959505
343	0.3891445655	0.8323959505
344	0.3890211204	0.8323959505
345	0.3889247055	0.8312710911
346	0.3888256381	0.8312710911
347	0.388738454	0.8323959505
348	0.3886282769	0.8323959505
349	0.3885120537	0.8323959505
350	0.3883932965	0.8323959505
351	0.3882719856	0.8323959505
352	0.3881119796	0.8323959505
353	0.3879630899	0.8323959505
354	0.3879609656	0.8323959505
355	0.3879236829	0.8323959505
356	0.3878707789	0.8323959505
357	0.3876774316	0.8312710911
358	0.3876750377	0.8312710911
359	0.3875826476	0.8312710911
360	0.3875786078	0.8312710911
361	0.387188358	0.8312710911
362	0.3869630141	0.8335208099
363	0.3868787373	0.8335208099
364	0.3868103246	0.8335208099
365	0.3867056181	0.8323959505
366	0.3863316124	0.8335208099
367	0.3862014998	0.8323959505
368	0.3860609405	0.8335208099
369	0.3860600771	0.8335208099
370	0.3860501416	0.8335208099
371	0.3859358085	0.8335208099
372	0.3859243988	0.8335208099
373	0.3859242323	0.8335208099
374	0.3858797099	0.8335208099
375	0.3858769328	0.8335208099
376	0.3857184721	0.8335208099
377	0.3856795721	0.8335208099
378	0.3855878891	0.8335208099
379	0.3855433501	0.8335208099
380	0.3853610442	0.8335208099
381	0.385242766	0.8335208099
382	0.3852153057	0.8335208099
383	0.385047568	0.8323959505
384	0.3848969001	0.8323959505
385	0.3848123714	0.8335208099
386	0.3846797233	0.8346456693
387	0.3844878525	0.8335208099
388	0.384329729	0.8346456693
389	0.3842171983	0.8346456693
390	0.3841291848	0.8346456693
391	0.3839824787	0.8335208099
392	0.3838753269	0.8346456693
393	0.3837521529	0.8346456693
394	0.3835846234	0.8346456693
395	0.3833841726	0.8346456693
396	0.3833180051	0.8346456693
397	0.3832599464	0.8346456693
398	0.382971863	0.8368953881
399	0.3829228488	0.8368953881
400	0.382837569	0.8368953881
401	0.3827508479	0.8368953881
402	0.3823615381	0.8368953881
403	0.3822307936	0.8368953881
404	0.3820250919	0.8368953881
405	0.3820227325	0.8368953881
406	0.3820067722	0.8368953881
407	0.381663563	0.8368953881
408	0.3816327337	0.8368953881
409	0.3814793019	0.8368953881
410	0.38140066	0.8368953881
411	0.3809914555	0.8368953881
412	0.380872798	0.8368953881
413	0.3808343683	0.8368953881
414	0.3808343618	0.8368953881
415	0.3807390415	0.8380202475
416	0.3806453523	0.8380202475
417	0.3804872952	0.8368953881
418	0.3803852973	0.8380202475
419	0.3801718236	0.8391451069
420	0.3801708342	0.8391451069
421	0.3801639495	0.8391451069
422	0.3800626679	0.8402699663
423	0.3799474107	0.8402699663
424	0.3798495825	0.8402699663
425	0.3797460737	0.8402699663
426	0.3793803738	0.8402699663
427	0.379183792	0.8413948256
428	0.3789411844	0.8413948256
429	0.3788504557	0.8413948256
430	0.3787474078	0.8413948256
431	0.3786320617	0.8413948256
432	0.3785447535	0.8413948256
433	0.3783693689	0.8413948256
434	0.3781957962	0.8413948256
435	0.378071766	0.8413948256
436	0.377978459	0.8413948256
437	0.3778632199	0.842519685
438	0.3778015919	0.842519685
439	0.377794258	0.842519685
440	0.3777722362	0.842519685
441	0.3777688534	0.8413948256
442	0.3777687936	0.8413948256
443	0.3776971949	0.8413948256
444	0.3776440301	0.8413948256
445	0.37757588	0.8413948256
446	0.3774539705	0.8413948256
447	0.3772461211	0.8413948256
448	0.3770481922	0.8413948256
449	0.3768960506	0.8413948256
450	0.3766962539	0.8413948256
451	0.3765781444	0.8413948256
452	0.3765343691	0.8413948256
453	0.3763545539	0.8413948256
454	0.3762890823	0.8413948256
455	0.3761921437	0.8413948256
456	0.3761313756	0.8413948256
457	0.3759782022	0.8413948256
458	0.3758744084	0.8413948256
459	0.3758250803	0.8413948256
460	0.3754770551	0.842519685
461	0.3753775931	0.842519685
462	0.3751775936	0.842519685
463	0.3749461168	0.842519685
464	0.3748127018	0.842519685
465	0.374762946	0.842519685
466	0.3746489231	0.842519685
467	0.3746489222	0.842519685
468	0.3745614811	0.842519685
469	0.3744174842	0.842519685
470	0.3742456256	0.842519685
471	0.3741513537	0.842519685
472	0.3739363605	0.842519685
473	0.3738423548	0.842519685
474	0.3737920085	0.842519685
475	0.3737562903	0.842519685
476	0.3736719732	0.842519685
477	0.3734713123	0.842519685
478	0.3733449197	0.842519685
479	0.37317756	0.842519685
480	0.3730672361	0.842519685
481	0.3729546389	0.842519685
482	0.372714743	0.842519685
483	0.3726052123	0.842519685
484	0.3724194323	0.842519685
485	0.3722498504	0.842519685
486	0.3721872443	0.842519685
487	0.3720130889	0.842519685
488	0.3718812709	0.842519685
489	0.3718516049	0.842519685
490	0.3716958424	0.842519685
491	0.371494335	0.842519685
492	0.3713284233	0.842519685
493	0.3711833019	0.842519685
494	0.3711609271	0.842519685
495	0.3711609266	0.842519685
496	0.3711181539	0.842519685
497	0.3710486364	0.8436445444
498	0.371011555	0.8436445444
499	0.3709550593	0.842519685
500	0.3708365423	0.842519685
501	0.3707358732	0.8436445444
502	0.3707177884	0.8436445444
503	0.3706334941	0.8436445444
504	0.3705285073	0.8436445444
505	0.3702837864	0.8436445444
506	0.3701749074	0.8436445444
507	0.3700595131	0.8436445444
508	0.3700111163	0.8436445444
509	0.3699452632	0.8436445444
510	0.3698463121	0.8436445444
511	0.3697781455	0.8436445444
512	0.3697547626	0.8436445444
513	0.3696291164	0.8436445444
514	0.369543626	0.8436445444
515	0.3694647181	0.8436445444
516	0.3694562817	0.8436445444
517	0.369351857	0.8436445444
518	0.3691496308	0.8436445444
519	0.3691468031	0.8436445444
520	0.36911631	0.8447694038
521	0.36909772	0.8458942632
522	0.369003313	0.8470191226
523	0.3688790994	0.8470191226
524	0.3688361256	0.8470191226
525	0.3688361255	0.8470191226
526	0.3688334083	0.8458942632
527	0.368733521	0.8470191226
528	0.3686122892	0.8470191226
529	0.3684945567	0.8458942632
530	0.368432566	0.8458942632
531	0.3682453928	0.8458942632
532	0.3682380953	0.8458942632
533	0.3681635169	0.8458942632
534	0.3680973098	0.8458942632
535	0.3679212786	0.8470191226
536	0.3678002765	0.848143982
537	0.3677469065	0.8470191226
538	0.3676636214	0.8470191226
539	0.3676504146	0.8470191226
540	0.3675134411	0.848143982
541	0.3673740077	0.8492688414
542	0.3672735943	0.8503937008
543	0.3672703052	0.8503937008
544	0.3671295519	0.8503937008
545	0.3670360453	0.8503937008
546	0.3669003076	0.8503937008
547	0.3667757295	0.8503937008
548	0.3667079405	0.8503937008
549	0.3665677304	0.8503937008
550	0.3664682886	0.8503937008
551	0.3663477305	0.8503937008
552	0.3663401576	0.8503937008
553	0.3661003157	0.8503937008
554	0.3659830657	0.8503937008
555	0.3659608422	0.8503937008
556	0.36586153	0.8503937008
557	0.3658379227	0.8503937008
558	0.3656936626	0.8503937008
559	0.3655437528	0.8503937008
560	0.3654840506	0.8503937008
561	0.3652730782	0.8515185602
562	0.365255094	0.8515185602
563	0.365253727	0.8515185602
564	0.3651069751	0.8526434196
565	0.3650713889	0.8526434196
566	0.3649213418	0.8515185602
567	0.3647140813	0.8515185602
568	0.3645773245	0.8526434196
569	0.3643506544	0.853768279
570	0.3642203708	0.853768279
571	0.3639002674	0.8548931384
572	0.3638188213	0.8548931384
573	0.3638182492	0.8548931384
574	0.3637030962	0.8560179978
575	0.3636555328	0.8548931384
576	0.3636434668	0.8548931384
577	0.3634944567	0.853768279
578	0.3634576899	0.853768279
579	0.3633588661	0.8548931384
580	0.3632491352	0.8548931384
581	0.3631568748	0.8548931384
582	0.3631062288	0.8560179978
583	0.3629758259	0.8548931384
584	0.3629758256	0.8548931384
585	0.3628283745	0.8560179978
586	0.3628067462	0.8560179978
587	0.3627897111	0.8560179978
588	0.3626844737	0.8571428571
589	0.3626059072	0.8571428571
590	0.362531751	0.8571428571
591	0.3623463162	0.8560179978
592	0.3622841751	0.8571428571
593	0.3622573591	0.8571428571
594	0.3621371096	0.8560179978
595	0.3619822852	0.8571428571
596	0.3618939705	0.8571428571
597	0.3618606376	0.8571428571
598	0.361854788	0.8571428571
599	0.3616802764	0.8571428571
600	0.3615901352	0.8571428571
601	0.3615214879	0.8571428571
602	0.3613516056	0.8571428571
603	0.3612137875	0.8571428571
604	0.3612108834	0.8571428571
605	0.3610588455	0.8571428571
606	0.3609895198	0.8571428571
607	0.3609040069	0.8571428571
608	0.3606564761	0.8571428571
609	0.3605566013	0.8571428571
610	0.3605298067	0.8571428571
611	0.3605298058	0.8571428571
612	0.3604641035	0.8571428571
613	0.360267873	0.8571428571
614	0.3602415373	0.8571428571
615	0.360221673	0.8571428571
616	0.3601478474	0.8571428571
617	0.3601282795	0.8593925759
618	0.3600409513	0.8593925759
619	0.3599158216	0.8593925759
620	0.3598263294	0.8593925759
621	0.3598254031	0.8593925759
622	0.3597562716	0.8593925759
623	0.3597261514	0.8593925759
624	0.3596253316	0.8593925759
625	0.3594808063	0.8593925759
626	0.3592858645	0.8593925759
627	0.3592042554	0.8593925759
628	0.3591916484	0.8593925759
629	0.3590773444	0.8593925759
630	0.3590580856	0.8593925759
631	0.3589955511	0.8593925759
632	0.3588851753	0.8605174353
633	0.3587892565	0.8593925759
634	0.358698114	0.8593925759
635	0.3584450519	0.8605174353
636	0.3583381841	0.8605174353
637	0.3582339866	0.8605174353
638	0.3582052976	0.8605174353
639	0.3581738648	0.8605174353
640	0.3581738643	0.8605174353
641	0.3581558669	0.8616422947
642	0.3579996934	0.8616422947
643	0.3577865801	0.8616422947
644	0.3577064161	0.8616422947
645	0.3575863591	0.8605174353
646	0.3575157748	0.8605174353
647	0.3573734281	0.8616422947
648	0.3572946105	0.8616422947
649	0.3572924729	0.8616422947
650	0.3572542661	0.8616422947
651	0.3571353192	0.8627671541
652	0.3570465024	0.8627671541
653	0.3569705336	0.8627671541
654	0.3568899661	0.8627671541
655	0.3567825505	0.8627671541
656	0.3566453912	0.8627671541
657	0.3565158971	0.8650168729
658	0.3565097575	0.8650168729
659	0.3564916213	0.8650168729
660	0.3563173187	0.8661417323
661	0.356194373	0.8661417323
662	0.3559931774	0.8661417323
663	0.3559448031	0.8661417323
664	0.3557890875	0.8661417323
665	0.3557300061	0.8661417323
666	0.3556401005	0.8661417323
667	0.3555260728	0.8661417323
668	0.3554639509	0.8661417323
669	0.3554078332	0.8661417323
670	0.3552557971	0.8661417323
671	0.3552210849	0.8661417323
672	0.3551421488	0.8661417323
673	0.3550976314	0.8661417323
674	0.3549534691	0.8661417323
675	0.3548364253	0.8661417323
676	0.3548192136	0.8661417323
677	0.354717335	0.8661417323
678	0.3547173348	0.8661417323
679	0.3545670993	0.8661417323
680	0.3545603059	0.8661417323
681	0.3544502307	0.8661417323
682	0.35419219	0.8661417323
683	0.3541371831	0.8661417323
684	0.3541354263	0.8661417323
685	0.3540472344	0.8672665917
686	0.3537671325	0.8672665917
687	0.3536492904	0.8672665917
688	0.3536169811	0.8672665917
689	0.3534272152	0.8672665917
690	0.3534104898	0.8672665917
691	0.3534104865	0.8672665917
692	0.3534084713	0.8672665917
693	0.3534064862	0.8672665917
694	0.3532862137	0.8672665917
695	0.353179857	0.8672665917
696	0.3530193043	0.8672665917
697	0.3529337124	0.8672665917
698	0.3529107252	0.8672665917
699	0.3528572557	0.8672665917
700	0.3528076965	0.8672665917
701	0.3526426004	0.8672665917
702	0.3525057628	0.8672665917
703	0.3523125759	0.8672665917
704	0.3521565818	0.8672665917
705	0.3520397867	0.8672665917
706	0.3519838292	0.8672665917
707	0.3518982253	0.8672665917
708	0.3518982207	0.8672665917
709	0.3517731507	0.8672665917
710	0.3517048332	0.8672665917
711	0.3516278685	0.8672665917
712	0.3515877372	0.8672665917
713	0.3515601649	0.8672665917
714	0.3514903981	0.8672665917
715	0.3513859514	0.8672665917
716	0.3513705827	0.8672665917
717	0.351305193	0.8672665917
718	0.3510442523	0.8672665917
719	0.3510436668	0.8672665917
720	0.3510287309	0.8672665917
721	0.3509741205	0.8672665917
722	0.3509150648	0.8672665917
723	0.3509133031	0.8672665917
724	0.3509133028	0.8672665917
725	0.3507005549	0.8672665917
726	0.3506452127	0.8672665917
727	0.3505482361	0.8672665917
728	0.3504361046	0.8672665917
729	0.3503587255	0.8672665917
730	0.3502993311	0.8672665917
731	0.3501426062	0.8672665917
732	0.3501368242	0.8672665917
733	0.3499848762	0.8672665917
734	0.3499384712	0.8672665917
735	0.3498299653	0.8672665917
736	0.3495936182	0.8661417323
737	0.3494375765	0.8661417323
738	0.3493910588	0.8661417323
739	0.3493236051	0.8661417323
740	0.3492090356	0.8661417323
741	0.3491397948	0.8661417323
742	0.3491395921	0.8661417323
743	0.3490227638	0.8661417323
744	0.348894761	0.8661417323
745	0.3488291027	0.8661417323
746	0.3487565423	0.8661417323
747	0.3485621103	0.8661417323
748	0.3484090335	0.8661417323
749	0.3483886421	0.8661417323
750	0.3483291108	0.8661417323
751	0.3483274315	0.8661417323
752	0.3482363805	0.8661417323
753	0.348206727	0.8661417323
754	0.3480337466	0.8661417323
755	0.3479567119	0.8661417323
756	0.3478046195	0.8661417323
757	0.3477897631	0.8661417323
758	0.3476259503	0.8661417323
759	0.3476128985	0.8661417323
760	0.3474829645	0.8661417323
761	0.3473692445	0.8661417323
762	0.3473644341	0.8661417323
763	0.3473394912	0.8661417323
764	0.3472586414	0.8661417323
765	0.3471801444	0.8661417323
766	0.3471481236	0.8661417323
767	0.3470932176	0.8661417323
768	0.3470593149	0.8661417323
769	0.3467754093	0.8661417323
770	0.3467751967	0.8661417323
771	0.3467198322	0.8661417323
772	0.3466665029	0.8661417323
773	0.3465982	0.8661417323
774	0.346459965	0.8661417323
775	0.3464033803	0.8661417323
776	0.3463091148	0.8661417323
777	0.3462972961	0.8661417323
778	0.34613229	0.8661417323
779	0.346053215	0.8661417323
780	0.3459293618	0.8661417323
781	0.345834746	0.8661417323
782	0.3457612079	0.8661417323
783	0.345675637	0.8661417323
784	0.3455130782	0.8672665917
785	0.3454655969	0.8672665917
786	0.3454360191	0.8672665917
787	0.3453789857	0.8672665917
788	0.3453273437	0.8672665917
789	0.3452378168	0.8672665917
790	0.3451890439	0.8672665917
791	0.3451875841	0.8672665917
792	0.3451217292	0.8672665917
793	0.345054565	0.8672665917
794	0.3449811072	0.8672665917
795	0.34496182	0.8672665917
796	0.3449618193	0.8672665917
797	0.3448542329	0.8672665917
798	0.3448186211	0.8672665917
799	0.3447090012	0.8672665917
800	0.3445764505	0.8672665917
801	0.3444844275	0.8672665917
802	0.3444733983	0.8672665917
803	0.3444036446	0.8672665917
804	0.3441932626	0.8672665917
805	0.3441404951	0.8672665917
806	0.3440268389	0.8672665917
807	0.3440007875	0.8672665917
808	0.3438441448	0.8672665917
809	0.3437263155	0.8672665917
810	0.3437013995	0.8672665917
811	0.3436898777	0.8672665917
812	0.343605093	0.8672665917
813	0.3435380255	0.8672665917
814	0.3435071743	0.8672665917
815	0.3434138557	0.8672665917
816	0.3432417195	0.8672665917
817	0.3431833274	0.8672665917
818	0.3431693194	0.8672665917
819	0.3431026757	0.8672665917
820	0.3430867327	0.8672665917
821	0.3430260679	0.8672665917
822	0.3429565593	0.8672665917
823	0.3428976853	0.8672665917
824	0.3428508087	0.8672665917
825	0.3427854855	0.8672665917
826	0.3427613156	0.8672665917
827	0.3426866202	0.8672665917
828	0.3426759898	0.8672665917
829	0.3425697812	0.8672665917
830	0.3425351403	0.8672665917
831	0.3424430039	0.8672665917
832	0.3423297391	0.8672665917
833	0.3422196097	0.8672665917
834	0.3422093135	0.8672665917
835	0.3420653816	0.8672665917
836	0.3419853108	0.8672665917
837	0.341928178	0.8672665917
838	0.3416497386	0.8672665917
839	0.3415221674	0.8672665917
840	0.3413899026	0.8683914511
841	0.3412744424	0.8683914511
842	0.3412304631	0.8683914511
843	0.3412026751	0.8683914511
844	0.3411844182	0.8683914511
845	0.3411180295	0.8683914511
846	0.3410691733	0.8683914511
847	0.3409754211	0.8683914511
848	0.3408775971	0.8683914511
849	0.3406435395	0.8683914511
850	0.340541781	0.8683914511
851	0.3404492325	0.8683914511
852	0.3404323293	0.8683914511
853	0.3403909525	0.8683914511
854	0.34038928	0.8683914511
855	0.3403854508	0.8683914511
856	0.3403062317	0.8683914511
857	0.3402114888	0.8683914511
858	0.3400937999	0.8683914511
859	0.3400559747	0.8683914511
860	0.3398479439	0.8683914511
861	0.3397249404	0.8683914511
862	0.3397101741	0.8683914511
863	0.3396411638	0.8683914511
864	0.3395657226	0.8683914511
865	0.3395150783	0.8683914511
866	0.3394712036	0.8683914511
867	0.339420524	0.8683914511
868	0.3393087125	0.8683914511
869	0.3392705388	0.8683914511
870	0.3391280063	0.8683914511
871	0.3389526111	0.8683914511
872	0.3388754262	0.8683914511
873	0.3388421913	0.8683914511
874	0.3387490145	0.8683914511
875	0.3386565253	0.8683914511
876	0.3385310299	0.8683914511
877	0.3385199507	0.8683914511
878	0.3384811393	0.8683914511
879	0.3384344295	0.8683914511
880	0.3383099606	0.8683914511
881	0.3382965369	0.8683914511
